-BEGIN HEADER-,,,,,,,,,,,Date,T2M,,,
NASA/POWER CERES/MERRA2 Native Resolution Daily Data ,,,,,,,,,,,01-08-2017,29.59,,Row Labels,Average of T2M
Dates (month/day/year): 08/01/2017 through 08/01/2023 ,,,,,,,,,,,02-08-2017,28.98,,2017,25.98437908
Location: Latitude  10.2122   Longitude 77.9835 ,,,,,,,,,,,03-08-2017,29.33,,2018,27.32868493
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 218.52 meters,,,,,,,,,,,04-08-2017,29.26,,2019,28.13706849
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 ,,,,,,,,,,,05-08-2017,28.85,,2020,27.47398907
Parameter(s): ,,,,,,,,,,,06-08-2017,29.56,,2021,26.58805479
RH2M            MERRA-2 Relative Humidity at 2 Meters (%) ,,,,,,,,,,,07-08-2017,28.67,,2022,26.63553425
PRECTOTCORR     MERRA-2 Precipitation Corrected (mm/day) ,,,,,,,,,,,08-08-2017,27.89,,Grand Total,27.13628095
QV2M            MERRA-2 Specific Humidity at 2 Meters (g/kg) ,,,,,,,,,,,09-08-2017,28.06,,,
T2M             MERRA-2 Temperature at 2 Meters (C) ,,,,,,,,,,,10-08-2017,28.06,,,
TS              MERRA-2 Earth Skin Temperature (C) ,,,,,,,,,,,11-08-2017,27.6,,,
T2M_RANGE       MERRA-2 Temperature at 2 Meters Range (C) ,,,,,,,,,,,12-08-2017,28.6,,,
-END HEADER-,,,,,,,,,,,13-08-2017,26.21,,,
YEAR,MO,DY,RH2M,PRECTOTCORR,QV2M,T2M,TS,T2M_RANGE,,,14-08-2017,25.57,,,
2021,3,23,65.81,0.07,15.08,28.37,30.01,13.21,,,06-04-2021,30.23,,,
2021,3,24,67.12,0.07,15.01,27.69,28.8,10.84,,,07-04-2021,29.65,,,
2021,3,25,65.69,0.36,15.14,27.85,28.73,8.54,,,08-04-2021,29.55,,,
2021,3,26,67.25,0.12,15.69,28.15,29.39,12.13,,,09-04-2021,30.06,,,
2021,3,27,64.81,0.34,15.44,28.9,30.65,13.7,,,10-04-2021,29.46,,,
2021,3,28,65.25,1.51,15.75,28.76,30.15,10.76,,,11-04-2021,29.01,,,
2021,3,29,62.75,0.45,15.2,29.34,31.37,13.45,,,12-04-2021,28.51,,,
2021,3,30,56.69,0.28,14.1,30.24,32.12,15.94,,,13-04-2021,27.37,,,
2021,3,31,52.81,0.02,13.98,31.37,33.3,16.33,,,14-04-2021,27.98,,,
2021,4,1,55.94,1.94,15.69,31.78,33.78,14.2,,,15-04-2021,26.64,,,
2021,4,2,55.88,0.49,15.62,31.6,33.24,12.63,,,16-04-2021,27.3,,,
2021,4,3,48.75,0,13.79,32.44,34.48,14.95,,,17-04-2021,29.42,,,
2021,4,4,46.62,0.04,13.06,32.29,34.37,16.19,,,18-04-2021,29.62,,,
2021,4,5,49,0.03,13.92,32.17,34.1,13.58,,,19-04-2021,31.13,,,
2021,4,6,60.06,0.14,15.5,30.23,32.12,11.72,,,20-04-2021,30.06,,,
2021,4,7,57.81,0.07,13.85,29.65,31.62,14.42,,,21-04-2021,30.08,,,
2021,4,8,56.44,0.07,13.67,29.55,31.83,14.5,,,22-04-2021,29.41,,,
2021,4,9,58.44,0.07,14.47,30.06,32.48,14.51,,,23-04-2021,29.76,,,
2021,4,10,62.31,1.62,15.44,29.46,31.72,12.31,,,24-04-2021,29.49,,,
2021,4,11,66,6.48,16.05,29.01,30.96,11.44,,,25-04-2021,29.76,,,
2021,4,12,70.38,5.27,16.78,28.51,30.19,10.52,,,26-04-2021,30.15,,,
2021,4,13,77,2.82,17.46,27.37,28.6,8.03,,,27-04-2021,29.01,,,
2021,4,14,74.12,4.94,17.33,27.98,29.28,9.77,,,28-04-2021,29.87,,,
2021,4,15,80.25,13.78,17.58,26.64,27.19,6.3,,,29-04-2021,30.23,,,
2021,4,16,77.62,8.05,17.58,27.3,27.8,7.7,,,30-04-2021,29.9,,,
2021,4,17,67.38,0.03,16.85,29.42,30.94,12.34,,,01-05-2021,28.62,,,
2021,4,18,65.75,0.21,16.72,29.62,31.07,10.07,,,02-05-2021,29.22,,,
2021,4,19,59.25,0.4,16.11,31.13,32.84,13.52,,,03-05-2021,28.55,,,
2021,4,20,64.38,0.4,16.85,30.06,31.35,10.2,,,04-05-2021,28.65,,,
2021,4,21,64.81,1.24,16.97,30.08,31.26,10.16,,,05-05-2021,28.37,,,
2021,4,22,67.69,0.18,17.09,29.41,30.44,10.21,,,06-05-2021,29.37,,,
2021,4,23,66.19,1.76,16.78,29.76,31.1,11.33,,,07-05-2021,27.77,,,
2021,4,24,68.94,2.41,17.27,29.49,30.9,11.12,,,08-05-2021,27.72,,,
2021,4,25,68,0.63,17.27,29.76,31.59,11.15,,,09-05-2021,28.38,,,
2021,4,26,63.81,0.11,16.54,30.15,31.73,10.81,,,10-05-2021,28.44,,,
2021,4,27,69.5,0.25,17.33,29.01,29.8,8.02,,,11-05-2021,29.15,,,
2021,4,28,62.19,0.03,15.69,29.87,31.1,11.4,,,12-05-2021,29.9,,,
2021,4,29,62.25,0.18,16.3,30.23,31.56,11.84,,,13-05-2021,30.23,,,
2021,4,30,66.5,1.57,17.21,29.9,31.08,10.95,,,14-05-2021,29.01,,,
2021,5,1,77.5,3.04,18.98,28.62,29.82,7.84,,,15-05-2021,27.6,,,
2021,5,2,71.56,2.38,17.82,29.22,30.72,10.5,,,16-05-2021,27.86,,,
2021,5,3,74.69,2.71,18.13,28.55,29.74,8.38,,,17-05-2021,28.91,,,
2021,5,4,73.38,5.71,17.64,28.65,30.4,10.83,,,18-05-2021,29.8,,,
2021,5,5,74.56,1.23,17.88,28.37,29.68,10.02,,,19-05-2021,28.87,,,
2021,5,6,68.56,1.34,17.27,29.37,30.96,10.05,,,20-05-2021,27.51,,,
2021,5,7,78.75,12.49,18.49,27.77,28.34,6.83,,,21-05-2021,27.48,,,
2021,5,8,78.06,1.67,18.25,27.72,28.24,6.55,,,22-05-2021,27.14,,,
2021,5,9,75.75,1.39,18.31,28.38,29.48,7.6,,,23-05-2021,29.47,,,
2021,5,10,75.81,2.53,18.37,28.44,29.52,8.41,,,24-05-2021,29.73,,,
2021,5,11,72.62,0.91,18.37,29.15,29.98,7.83,,,25-05-2021,27.63,,,
2021,5,12,69.69,0.45,18.25,29.9,31.15,9.56,,,26-05-2021,27.19,,,
2021,5,13,65.12,10.69,16.97,30.23,31.76,13.09,,,27-05-2021,29.16,,,
2021,5,14,70.12,6.06,17.09,29.01,30.06,11.3,,,28-05-2021,29.97,,,
2021,5,15,75.81,3.72,17.46,27.6,28.25,8.52,,,29-05-2021,30.05,,,
2021,5,16,74.56,0.93,17.46,27.86,28.61,8.07,,,30-05-2021,30.48,,,
2021,5,17,72.12,6.62,17.76,28.91,30.39,11.86,,,31-05-2021,30.3,,,
2021,5,18,70.62,0.33,18.19,29.8,31.44,11.46,,,01-06-2021,29.94,,,
2021,5,19,75.31,6.99,18.74,28.87,29.58,7.92,,,02-06-2021,31.12,,,
2021,5,20,79.38,6.9,18.37,27.51,28.05,6.66,,,03-06-2021,28.26,,,
2021,5,21,74.69,1.47,16.97,27.48,28.07,8.56,,,04-06-2021,26.54,,,
2021,5,22,75.5,1.82,17.03,27.14,27.6,8.27,,,05-06-2021,26.84,,,
2021,5,23,64.19,0.22,15.81,29.47,30.55,14.69,,,06-06-2021,28.17,,,
2021,5,24,63.31,0.02,16.11,29.73,30.58,12.24,,,07-06-2021,29.4,,,
2021,5,25,70.12,1.32,16.3,27.63,27.95,7.84,,,08-06-2021,28.87,,,
2021,5,26,69.56,3.71,15.75,27.19,27.42,8.86,,,09-06-2021,28.36,,,
2021,5,27,61.81,0.08,14.95,29.16,30.3,13.01,,,10-06-2021,29.01,,,
2021,5,28,57.62,0.1,14.28,29.97,31.36,15.78,,,11-06-2021,28.81,,,
2021,5,29,58.75,0.2,14.83,30.05,31.51,14.73,,,12-06-2021,28.62,,,
2021,5,30,57.62,0.14,15.14,30.48,31.96,14.14,,,13-06-2021,27.33,,,
2021,5,31,60.69,2.96,15.69,30.3,32.09,14.65,,,14-06-2021,27.25,,,
2021,6,1,65.44,0.52,16.97,29.94,31.28,11.11,,,15-06-2021,28.59,,,
2021,6,2,60.19,1.22,16.42,31.12,33.49,13.72,,,16-06-2021,28.21,,,
2021,6,3,80.31,8.87,19.53,28.26,28.81,5.8,,,17-06-2021,28.23,,,
2021,6,4,83.69,15.16,18.49,26.54,26.71,4.33,,,18-06-2021,28.51,,,
2021,6,5,77.25,17.08,17.09,26.84,27.21,7.02,,,19-06-2021,28.08,,,
2021,6,6,72.44,2.4,17.03,28.17,29.25,11.21,,,20-06-2021,28.91,,,
2021,6,7,69.75,0.12,17.52,29.4,30.67,10.94,,,21-06-2021,29.29,,,
2021,6,8,68.44,3.08,16.78,28.87,29.59,10.31,,,22-06-2021,28.62,,,
2021,6,9,70.12,0.73,16.66,28.36,28.89,10.67,,,23-06-2021,28.33,,,
2021,6,10,65.31,0.11,15.81,29.01,29.98,13.04,,,24-06-2021,28.52,,,
2021,6,11,64.38,0.13,15.32,28.81,29.69,13.25,,,25-06-2021,28.9,,,
2021,6,12,65.5,1.36,15.62,28.62,29.4,11.65,,,26-06-2021,28.08,,,
2021,6,13,72.25,1.06,16.54,27.33,27.53,8.19,,,27-06-2021,28.62,,,
2021,6,14,61.25,0.52,13.73,27.25,27.45,9.73,,,28-06-2021,28.37,,,
2021,6,15,66,0.37,15.75,28.59,29.67,13.55,,,29-06-2021,28.94,,,
2021,6,16,70.69,0.91,16.78,28.21,28.62,9.31,,,30-06-2021,28.94,,,
2021,6,17,67.88,0.26,15.99,28.23,28.83,10.45,,,01-07-2021,28.48,,,
2021,6,18,66.56,0.08,15.75,28.51,29.33,12.73,,,02-07-2021,28.17,,,
2021,6,19,64.44,0.07,14.77,28.08,28.83,12.36,,,03-07-2021,27.86,,,
2021,6,20,65.69,0.09,15.99,28.91,30.12,12.31,,,04-07-2021,26.88,,,
2021,6,21,65.06,1.63,16.24,29.29,30.29,11.42,,,05-07-2021,28.24,,,
2021,6,22,68.31,3.75,16.54,28.62,29.05,9.27,,,06-07-2021,27.06,,,
2021,6,23,71.19,12.05,17.03,28.33,28.96,8.63,,,07-07-2021,27.98,,,
2021,6,24,68.88,0.55,16.36,28.52,29.24,10.88,,,08-07-2021,28.94,,,
2021,6,25,62,0.03,14.71,28.9,29.98,13.18,,,09-07-2021,27.73,,,
2021,6,26,65.31,1.15,15.08,28.08,28.75,11.91,,,10-07-2021,26.15,,,
2021,6,27,64.25,0.34,15.2,28.62,29.86,11.66,,,11-07-2021,26.55,,,
2021,6,28,63.25,0.94,14.83,28.37,29.9,12.21,,,12-07-2021,27.12,,,
2021,6,29,66.56,4.09,16.3,28.94,30.55,11.34,,,13-07-2021,27.45,,,
2021,6,30,72.31,2.14,17.94,28.94,29.98,9.62,,,14-07-2021,26.72,,,
2021,7,1,74.94,25.73,18.25,28.48,29.17,7.76,,,15-07-2021,27.67,,,
2021,7,2,75.12,4.73,17.94,28.17,28.58,7.98,,,16-07-2021,28.17,,,
2021,7,3,75.25,5.8,17.7,27.86,28.39,8.25,,,17-07-2021,27.55,,,
2021,7,4,76.88,15.03,17.15,26.88,27.1,5.82,,,18-07-2021,27.31,,,
2021,7,5,73.94,5.21,17.7,28.24,28.81,9.27,,,19-07-2021,27.66,,,
2021,7,6,78.31,0.32,17.82,27.06,27.61,5.66,,,20-07-2021,28.25,,,
2021,7,7,75.56,2.23,17.82,27.98,28.58,8.83,,,21-07-2021,28.21,,,
2021,7,8,72.69,13.73,17.94,28.94,29.62,10.7,,,22-07-2021,28.24,,,
2021,7,9,76.31,2.76,17.82,27.73,28.14,8.66,,,23-07-2021,28.03,,,
2021,7,10,71.56,1.6,15.32,26.15,26.18,7.31,,,24-07-2021,28.62,,,
2021,7,11,65.38,0.27,14.1,26.55,26.89,9.49,,,25-07-2021,28.2,,,
2021,7,12,67.44,0.25,15.01,27.12,27.46,10.29,,,26-07-2021,28.69,,,
2021,7,13,68,0.43,15.5,27.45,27.69,10.08,,,27-07-2021,27.34,,,
2021,7,14,69.38,2.32,15.26,26.72,26.74,8.97,,,28-07-2021,28.26,,,
2021,7,15,66.44,1.67,15.26,27.67,28.07,11.02,,,29-07-2021,29.3,,,
2021,7,16,70.25,1.09,16.66,28.17,28.81,10.06,,,30-07-2021,28.97,,,
2021,7,17,70.94,0.58,16.36,27.55,27.98,8.81,,,31-07-2021,29.39,,,
2021,7,18,73.62,1.02,16.78,27.31,27.51,7.74,,,01-08-2021,29.45,,,
2021,7,19,70.5,0.06,16.24,27.66,28.33,10.44,,,02-08-2021,29.3,,,
2021,7,20,67.06,0.09,15.75,28.25,28.98,12.43,,,03-08-2021,28.41,,,
2021,7,21,66.62,0.41,15.69,28.21,28.94,11.31,,,04-08-2021,29.37,,,
2021,7,22,66,2.01,15.81,28.24,28.45,9.78,,,05-08-2021,29.21,,,
2021,7,23,65.06,1.23,15.44,28.03,28.34,9.29,,,06-08-2021,28.52,,,
2021,7,24,64.12,0.48,15.5,28.62,29.52,11.05,,,07-08-2021,29.03,,,
2021,7,25,63.5,1.28,14.77,28.2,29.17,12.3,,,08-08-2021,28.65,,,
2021,7,26,65,1.48,15.5,28.69,29.48,13.29,,,09-08-2021,27.48,,,
2021,7,27,71.88,0.4,16.36,27.34,27.89,8.48,,,10-08-2021,27.69,,,
2021,7,28,65.44,0.51,15.26,28.26,28.99,11.48,,,11-08-2021,28.01,,,
2021,7,29,63.06,0.03,15.26,29.3,30.8,15.32,,,12-08-2021,26.4,,,
2021,7,30,64,0.07,15.5,28.97,30.12,12.45,,,13-08-2021,27.94,,,
2021,7,31,61.81,0.08,15.2,29.39,30.79,14.2,,,14-08-2021,28.26,,,
2021,8,1,58.75,0.01,14.4,29.45,30.8,14.14,,,15-08-2021,28.74,,,
2021,8,2,57.06,0.14,13.73,29.3,30.63,14.7,,,16-08-2021,28.83,,,
2021,8,3,60.81,0.1,14.4,28.41,29.39,11.94,,,17-08-2021,27.18,,,
2021,8,4,56.31,0.09,13.73,29.37,30.66,13.77,,,18-08-2021,25.99,,,
2021,8,5,61.56,0.63,15.26,29.21,30.24,11.75,,,19-08-2021,28.23,,,
2021,8,6,67.81,0.99,16.36,28.52,29.26,9.8,,,20-08-2021,27.23,,,
2021,8,7,64.44,1.91,15.87,29.03,29.78,11.09,,,21-08-2021,26.55,,,
2021,8,8,64.5,1.74,15.5,28.65,29.58,10.22,,,22-08-2021,26.89,,,
2021,8,9,67.62,21.53,15.44,27.48,28.32,8.84,,,23-08-2021,27.71,,,
2021,8,10,66.62,0.9,15.2,27.69,28.31,9.77,,,24-08-2021,28.46,,,
2021,8,11,67.5,3.41,15.81,28.01,29.01,10.27,,,25-08-2021,28.69,,,
2021,8,12,71.25,0.48,15.38,26.4,26.72,7.09,,,26-08-2021,28.66,,,
2021,8,13,66.56,1.28,15.5,27.94,28.93,12.04,,,27-08-2021,27.62,,,
2021,8,14,65.94,1.03,15.56,28.26,29.13,10.8,,,28-08-2021,26.8,,,
2021,8,15,61.44,0.64,14.71,28.74,29.85,12.9,,,29-08-2021,27.35,,,
2021,8,16,61,0.28,14.71,28.83,30.05,12.84,,,30-08-2021,27.52,,,
2021,8,17,68.12,7.02,15.08,27.18,27.66,10.05,,,31-08-2021,28.47,,,
2021,8,18,70.38,1.93,14.65,25.99,26.32,9.82,,,01-09-2021,28.12,,,
2021,8,19,61.44,1.14,13.92,28.23,29.39,14.44,,,02-09-2021,26.49,,,
2021,8,20,65.12,0.8,14.4,27.23,28.53,10.53,,,03-09-2021,26.4,,,
2021,8,21,74.75,7.6,16.17,26.55,27.43,8.2,,,04-09-2021,27.35,,,
2021,8,22,75.88,9.47,16.85,26.89,27.83,7.51,,,05-09-2021,27.84,,,
2021,8,23,71.25,13.55,16.17,27.71,28.51,10.88,,,06-09-2021,26.54,,,
2021,8,24,68.31,1.07,16.17,28.46,29.94,11.03,,,07-09-2021,26.99,,,
2021,8,25,67.44,6.76,15.99,28.69,30.41,13.78,,,08-09-2021,27.35,,,
2021,8,26,71.62,5.07,17.27,28.66,29.8,11.5,,,09-09-2021,28.42,,,
2021,8,27,77.56,2.33,18.07,27.62,27.87,7.34,,,10-09-2021,28.55,,,
2021,8,28,76,1.34,16.97,26.8,26.99,7.2,,,11-09-2021,28.7,,,
2021,8,29,72.69,0.97,16.42,27.35,27.92,9.39,,,12-09-2021,27.51,,,
2021,8,30,68.44,0.12,15.44,27.52,28.33,10.74,,,13-09-2021,27.62,,,
2021,8,31,69.12,7.14,16.36,28.47,29.76,13.42,,,14-09-2021,28.46,,,
2021,9,1,70.5,4.9,16.54,28.12,28.64,9.94,,,15-09-2021,27.98,,,
2021,9,2,77.19,17.4,16.78,26.49,26.61,6.85,,,16-09-2021,27.61,,,
2021,9,3,77.25,2.67,16.66,26.4,27.08,7.7,,,17-09-2021,27.87,,,
2021,9,4,74.38,5.39,16.72,27.35,27.94,11.44,,,18-09-2021,27.85,,,
2021,9,5,70.56,5.18,16.17,27.84,28.47,12.09,,,19-09-2021,27.38,,,
2021,9,6,67.69,1.13,14.4,26.54,26.88,10.73,,,20-09-2021,27.95,,,
2021,9,7,72,0.58,15.69,26.99,27.63,11.73,,,21-09-2021,28.25,,,
2021,9,8,73.06,0.59,16.36,27.35,28.07,10.9,,,22-09-2021,28.92,,,
2021,9,9,67.94,0.05,15.99,28.42,29.51,13.17,,,23-09-2021,28.62,,,
2021,9,10,66.81,0.01,15.99,28.55,29.19,11.22,,,24-09-2021,27.99,,,
2021,9,11,67.12,0.61,16.11,28.7,29.73,13.28,,,25-09-2021,27.26,,,
2021,9,12,72.62,0.69,16.6,27.51,27.87,9.52,,,26-09-2021,26.79,,,
2021,9,13,72,0.46,16.48,27.62,28.26,10.56,,,27-09-2021,26.3,,,
2021,9,14,70.75,0.09,16.97,28.46,29.12,10.82,,,28-09-2021,25.59,,,
2021,9,15,75.44,20.9,17.82,27.98,28.4,9.21,,,29-09-2021,27,,,
2021,9,16,76.62,7.62,17.82,27.61,27.75,8.16,,,30-09-2021,27.24,,,
2021,9,17,75.12,15.17,17.52,27.87,28.66,9.52,,,01-10-2021,26.18,,,
2021,9,18,76.31,9.85,18.01,27.85,28.19,7.51,,,02-10-2021,25.87,,,
2021,9,19,77.75,2.29,17.82,27.38,27.65,6.79,,,03-10-2021,26.69,,,
2021,9,20,72.94,3.78,17.15,27.95,28.29,8.05,,,04-10-2021,26.72,,,
2021,9,21,69.75,0.02,16.48,28.25,28.72,10.06,,,05-10-2021,26.15,,,
2021,9,22,64.69,0.84,15.69,28.92,29.54,11.71,,,06-10-2021,26.15,,,
2021,9,23,72.38,6.94,17.58,28.62,29.28,10.8,,,07-10-2021,26.73,,,
2021,9,24,74.31,36.47,17.58,27.99,28.19,8.05,,,08-10-2021,26.87,,,
2021,9,25,80.81,13.62,18.49,27.26,27.26,6.92,,,09-10-2021,26.62,,,
2021,9,26,77.5,0.56,17.15,26.79,26.91,8.18,,,10-10-2021,27.33,,,
2021,9,27,77.69,1.72,16.85,26.3,26.25,8.55,,,11-10-2021,26.4,,,
2021,9,28,73.19,0.27,14.95,25.59,25.47,8.09,,,12-10-2021,25.7,,,
2021,9,29,69.06,0.26,14.95,27,27.37,13.43,,,13-10-2021,26.65,,,
2021,9,30,71.75,32.7,16.05,27.24,27.37,11.45,,,14-10-2021,27.4,,,
2021,10,1,82.81,14.26,17.82,26.18,26.39,6.41,,,15-10-2021,27.12,,,
2021,10,2,86.88,8.49,18.43,25.87,26.03,4.9,,,16-10-2021,26.38,,,
2021,10,3,83.69,12.05,18.55,26.69,26.92,7.02,,,17-10-2021,26.65,,,
2021,10,4,83.5,5.77,18.62,26.72,27.01,6.62,,,18-10-2021,27.12,,,
2021,10,5,86.25,9.25,18.55,26.15,26.23,6.01,,,19-10-2021,26.83,,,
2021,10,6,85,2.54,18.25,26.15,26.58,6.73,,,20-10-2021,26.16,,,
2021,10,7,80.62,0.14,17.7,26.73,27.09,9.55,,,21-10-2021,26.34,,,
2021,10,8,83.69,9.14,18.74,26.87,26.99,8.22,,,22-10-2021,26.05,,,
2021,10,9,83.94,1.92,18.49,26.62,26.6,7.53,,,23-10-2021,26.05,,,
2021,10,10,79.5,0.47,18.13,27.33,27.18,9.09,,,24-10-2021,26.24,,,
2021,10,11,80.56,11.29,17.46,26.4,26.48,7.54,,,25-10-2021,25.83,,,
2021,10,12,80.81,1.68,16.85,25.7,25.55,7.6,,,26-10-2021,25.8,,,
2021,10,13,77.19,0.35,16.85,26.65,26.87,10.9,,,27-10-2021,25.58,,,
2021,10,14,79.31,1.18,18.19,27.4,27.65,10.07,,,28-10-2021,25.17,,,
2021,10,15,81.38,0.59,18.43,27.12,27.33,8.65,,,29-10-2021,24.23,,,
2021,10,16,88.31,8.69,19.47,26.38,26.32,6.59,,,30-10-2021,24.32,,,
2021,10,17,84.88,4.02,18.8,26.65,26.54,7.34,,,31-10-2021,24.66,,,
2021,10,18,80.44,2.41,18.19,27.12,27.14,8.95,,,01-11-2021,24.6,,,
2021,10,19,80.81,0.24,17.94,26.83,26.94,8.43,,,02-11-2021,24.94,,,
2021,10,20,86.88,18.45,18.74,26.16,26.04,5.43,,,03-11-2021,24.62,,,
2021,10,21,85.5,9.57,18.55,26.34,26.23,5.68,,,04-11-2021,24.79,,,
2021,10,22,87.44,6.27,18.68,26.05,26.07,5.05,,,05-11-2021,24.6,,,
2021,10,23,85.81,9.4,18.25,26.05,26.15,6.56,,,06-11-2021,25.13,,,
2021,10,24,78.44,10.54,16.85,26.24,25.63,6.74,,,07-11-2021,25.16,,,
2021,10,25,82.31,13.19,17.33,25.83,25.95,7.79,,,08-11-2021,24.66,,,
2021,10,26,84.5,2.04,17.76,25.8,26.17,7.04,,,09-11-2021,23.14,,,
2021,10,27,86.06,3.51,17.82,25.58,25.9,7.22,,,10-11-2021,23.25,,,
2021,10,28,86.44,7.98,17.52,25.17,25.06,5.02,,,11-11-2021,24.61,,,
2021,10,29,89.44,11.61,17.21,24.23,24.06,4.7,,,12-11-2021,25.65,,,
2021,10,30,89.44,12.18,17.27,24.32,24.33,5.52,,,13-11-2021,25.66,,,
2021,10,31,90.88,7.56,17.94,24.66,24.61,5.91,,,14-11-2021,25.06,,,
2021,11,1,90.19,9.72,17.76,24.6,24.48,4.66,,,15-11-2021,26.03,,,
2021,11,2,90.94,18.35,18.25,24.94,24.97,5.12,,,16-11-2021,25.83,,,
2021,11,3,92.19,12.85,18.19,24.62,24.64,4.74,,,17-11-2021,24.98,,,
2021,11,4,88.31,7.45,17.52,24.79,25.01,5.83,,,18-11-2021,25.05,,,
2021,11,5,89.69,8.82,17.64,24.6,24.38,4.46,,,19-11-2021,25.31,,,
2021,11,6,84.5,21.71,17.09,25.13,24.62,6.66,,,20-11-2021,25.99,,,
2021,11,7,85.56,9.62,17.4,25.16,24.83,6.88,,,21-11-2021,25.18,,,
2021,11,8,88.19,9.05,17.46,24.66,24.44,4.48,,,22-11-2021,24.86,,,
2021,11,9,90.62,9.53,16.36,23.14,22.95,3.93,,,23-11-2021,24.49,,,
2021,11,10,89.25,3.65,16.17,23.25,22.92,4.18,,,24-11-2021,24.26,,,
2021,11,11,85.75,2.12,16.91,24.61,24.21,6.03,,,25-11-2021,24.01,,,
2021,11,12,86.25,6.61,18.07,25.65,25.63,8.34,,,26-11-2021,24.67,,,
2021,11,13,86.81,1.98,18.19,25.66,25.83,9.37,,,27-11-2021,23.65,,,
2021,11,14,90,3.15,18.25,25.06,24.95,4.8,,,28-11-2021,24.44,,,
2021,11,15,85.56,5.2,18.25,26.03,26.3,7.98,,,29-11-2021,24.28,,,
2021,11,16,88.06,5.01,18.68,25.83,25.71,5.34,,,30-11-2021,23.93,,,
2021,11,17,92,33.21,18.55,24.98,24.87,4.61,,,01-12-2021,25.03,,,
2021,11,18,88.62,6.4,17.88,25.05,24.88,5.86,,,02-12-2021,24.99,,,
2021,11,19,87.31,4.16,18.01,25.31,25.15,7.36,,,03-12-2021,23.98,,,
2021,11,20,86.38,0.72,18.43,25.99,26.01,7.95,,,04-12-2021,25.05,,,
2021,11,21,83.38,0.06,16.85,25.18,25.39,9.95,,,05-12-2021,25.93,,,
2021,11,22,88.75,3.12,17.7,24.86,24.9,7.02,,,06-12-2021,26.05,,,
2021,11,23,92.62,7.76,18.13,24.49,24.3,4.97,,,07-12-2021,25,,,
2021,11,24,92.06,2.49,17.76,24.26,24.01,4.38,,,08-12-2021,24.58,,,
2021,11,25,92.75,50.88,17.7,24.01,23.73,3.54,,,09-12-2021,23.76,,,
2021,11,26,93.94,7.48,18.68,24.67,24.45,4.55,,,10-12-2021,23.65,,,
2021,11,27,92.75,7.1,17.33,23.65,23.53,4.73,,,11-12-2021,24.26,,,
2021,11,28,92.5,8.91,18.07,24.44,24.4,5.06,,,12-12-2021,24.27,,,
2021,11,29,92.38,33.95,17.82,24.28,24.28,5.12,,,13-12-2021,24.05,,,
2021,11,30,94.75,20.72,17.94,23.93,23.7,3.99,,,14-12-2021,24.18,,,
2021,12,1,89.88,3.84,18.13,25.03,25.12,6.88,,,15-12-2021,24.06,,,
2021,12,2,90.62,0.79,18.25,24.99,25.08,6.91,,,16-12-2021,23.58,,,
2021,12,3,85.25,3.85,16.05,23.98,23.92,7.21,,,17-12-2021,22.96,,,
2021,12,4,79.06,7.09,15.81,25.05,24.85,8.25,,,18-12-2021,22.62,,,
2021,12,5,86.5,4.73,18.37,25.93,26.08,7.62,,,19-12-2021,21.77,,,
2021,12,6,85,1.29,18.01,26.05,26.26,7.48,,,20-12-2021,21.92,,,
2021,12,7,89.19,0.18,17.88,25,25.03,6.34,,,21-12-2021,21.98,,,
2021,12,8,90.19,0.19,17.64,24.58,24.62,6.96,,,22-12-2021,21.76,,,
2021,12,9,94.06,5.19,17.64,23.76,23.67,5.34,,,23-12-2021,20.94,,,
2021,12,10,89.5,0.73,16.54,23.65,23.62,8.24,,,24-12-2021,20.96,,,
2021,12,11,90.81,4,17.46,24.26,24.3,7.21,,,25-12-2021,21.31,,,
2021,12,12,90.25,3.48,17.33,24.27,24.28,6.52,,,26-12-2021,21.73,,,
2021,12,13,90.38,1.14,17.15,24.05,24.1,6.74,,,27-12-2021,22.15,,,
2021,12,14,90.88,1.4,17.4,24.18,24.19,6.33,,,28-12-2021,22.19,,,
2021,12,15,91,0.8,17.27,24.06,24.1,5.94,,,29-12-2021,22.23,,,
2021,12,16,87.81,0.1,16.17,23.58,23.59,6.79,,,30-12-2021,22.76,,,
2021,12,17,86.19,0.02,15.2,22.96,22.9,6.45,,,31-12-2021,24.39,,,
2021,12,18,86.62,0,14.95,22.62,22.64,7.8,,,01-01-2022,24.65,,,
2021,12,19,85.75,0,13.98,21.77,21.76,8.73,,,02-01-2022,23.98,,,
2021,12,20,85.62,0,14.16,21.92,21.94,9.95,,,03-01-2022,23.17,,,
2021,12,21,83.38,0,13.73,21.98,21.86,9.99,,,04-01-2022,23.02,,,
2021,12,22,84.31,0,13.79,21.76,21.53,10.22,,,05-01-2022,22.15,,,
2021,12,23,83.06,0,12.88,20.94,20.54,10.49,,,06-01-2022,23.28,,,
2021,12,24,83.19,0,12.94,20.96,20.52,12.13,,,07-01-2022,23.69,,,
2021,12,25,85.69,0,13.73,21.31,21.12,11.33,,,08-01-2022,23.43,,,
2021,12,26,86.31,0,14.16,21.73,21.6,11.08,,,09-01-2022,23.01,,,
2021,12,27,86.06,0,14.53,22.15,22.09,10.55,,,10-01-2022,23.6,,,
2021,12,28,85.88,0,14.4,22.19,22.18,10.77,,,11-01-2022,23.93,,,
